Name,Register Number,Department,Year of Study
Ayaan Verma,714024114082,MECH,2
Aarav Reddy,714024114083,MECH,2
Saanvi Singh,714024114084,MECH,2
Saanvi Bhat,714024114085,MECH,2
Myra Bhat,714024114086,MECH,2
Sarah Kapoor,714024114087,MECH,2
Ishaan Malhotra,714024114088,MECH,2
Krishna Das,714024114089,MECH,2
Sarah Bhat,714024114090,MECH,2
Ishaan Joshi,714024114091,MECH,2
Saanvi Das,714024114092,MECH,2
Anvi Chopra,714024114093,MECH,2
Reyansh Gupta,714024114094,MECH,2
Krishna Joshi,714024114095,MECH,2
Krishna Reddy,714024114096,MECH,2
Aarav Chopra,714024114097,MECH,2
Aditya Gupta,714024114098,MECH,2
Reyansh Saxena,714024114099,MECH,2
Anvi Gupta,714024114100,MECH,2
Reyansh Patel,714024114101,MECH,2
Aarav Verma,714024114102,MECH,2
Reyansh Gupta,714024114103,MECH,2
Vivaan Nair,714024114104,MECH,2
Aarav Singh,714024114105,MECH,2
Arjun Singh,714024114106,MECH,2
Sai Chopra,714024114107,MECH,2
Anvi Gupta,714024114108,MECH,2
Vivaan Mehta,714024114109,MECH,2
Aditya Kumar,714024114110,MECH,2
Ayaan Malhotra,714024114111,MECH,2
Myra Yadav,714024114112,MECH,2
Myra Joshi,714024114113,MECH,2
Sai Mehta,714024114114,MECH,2
Ananya Desai,714024114115,MECH,2
Aarav Bhat,714024114116,MECH,2
Ananya Desai,714024114117,MECH,2
Pari Sharma,714024114118,MECH,2
Aarav Yadav,714024114119,MECH,2
Saanvi Joshi,714024114120,MECH,2
Riya Yadav,714024114121,MECH,2
Myra Gupta,714024114122,MECH,2
Pari Nair,714024114123,MECH,2
Myra Sharma,714024114124,MECH,2
Sai Rao,714024114125,MECH,2
Aarav Desai,714024114126,MECH,2
Myra Joshi,714024114127,MECH,2
Vivaan Rao,714024114128,MECH,2
Myra Bhat,714024114129,MECH,2
Sai Gupta,714024103001,CIVIL,2
Vivaan Jain,714024103002,CIVIL,2
Aarav Yadav,714024103003,CIVIL,2
Aditya Kapoor,714024103004,CIVIL,2
Ananya Yadav,714024103005,CIVIL,2
Arjun Desai,714024103006,CIVIL,2
Vivaan Desai,714024103007,CIVIL,2
Aarav Rao,714024103008,CIVIL,2
Saanvi Verma,714024103009,CIVIL,2
Ananya Saxena,714024103010,CIVIL,2
Anvi Reddy,714024103011,CIVIL,2
Vihaan Saxena,714024103012,CIVIL,2
Vivaan Sharma,714024103013,CIVIL,2
Pari Patel,714024103014,CIVIL,2
Vivaan Yadav,714024103015,CIVIL,2
Saanvi Bhat,714024103016,CIVIL,2
Ananya Gupta,714024103017,CIVIL,2
Vihaan Singh,714024103018,CIVIL,2
Aditya Mehta,714024103019,CIVIL,2
Riya Patel,714024103020,CIVIL,2
Aarav Reddy,714024103021,CIVIL,2
Sai Bhat,714024103022,CIVIL,2
Anvi Nair,714024103023,CIVIL,2
Sarah Patel,714024103024,CIVIL,2
Arjun Mehta,714024103025,CIVIL,2
Sarah Yadav,714024103026,CIVIL,2
Ishaan Patel,714024103027,CIVIL,2
Riya Singh,714024103028,CIVIL,2
Ayaan Jain,714024103029,CIVIL,2
Ishaan Kumar,714024103030,CIVIL,2
Vivaan Saxena,714024103031,CIVIL,2
Arjun Kapoor,714024103032,CIVIL,2
Riya Verma,714024103033,CIVIL,2
Myra Saxena,714024103034,CIVIL,2
Aditya Reddy,714024103035,CIVIL,2
Aadhya Yadav,714024103036,CIVIL,2
Saanvi Patel,714024103037,CIVIL,2
Vihaan Jain,714024103038,CIVIL,2
Diya Patel,714024103039,CIVIL,2
Sarah Singh,714024103040,CIVIL,2
Aditya Rao,714024103041,CIVIL,2
Saanvi Kumar,714024103042,CIVIL,2
Ananya Sharma,714024103043,CIVIL,2
Aarav Kapoor,714024103044,CIVIL,2
Vihaan Mehta,714024103045,CIVIL,2
Aditya Gupta,714024103046,CIVIL,2
Aadhya Saxena,714024103047,CIVIL,2
Sai Chopra,714024103048,CIVIL,2
Sarah Desai,714024103049,CIVIL,2
Arjun Singh,714024103050,CIVIL,2
Aadhya Kumar,714024103051,CIVIL,2
Aadhya Yadav,714024103052,CIVIL,2
Ananya Verma,714024103053,CIVIL,2
Anvi Patel,714024103054,CIVIL,2
Riya Yadav,714024103055,CIVIL,2
Ayaan Patel,714024103056,CIVIL,2
Ishaan Bhat,714024103057,CIVIL,2
Sai Malhotra,714024103058,CIVIL,2
Krishna Malhotra,714024103059,CIVIL,2
Myra Joshi,714024103060,CIVIL,2
Diya Saxena,714024103061,CIVIL,2
Vivaan Yadav,714024103062,CIVIL,2
Sarah Desai,714024103063,CIVIL,2
Aadhya Verma,714024103064,CIVIL,2
Aditya Reddy,714024103065,CIVIL,2
Ishaan Jain,714024103066,CIVIL,2
Pari Malhotra,714024103067,CIVIL,2
Ayaan Nair,714024103068,CIVIL,2
Ananya Saxena,714024103069,CIVIL,2
Vivaan Patel,714024103070,CIVIL,2
Aarav Rao,714024103071,CIVIL,2
Diya Yadav,714024103072,CIVIL,2
Diya Verma,714024103073,CIVIL,2
Krishna Bhat,714024103074,CIVIL,2
Ayaan Chopra,714024103075,CIVIL,2
Ishaan Kumar,714024103076,CIVIL,2
Aadhya Sharma,714024103077,CIVIL,2
Ayaan Yadav,714024103078,CIVIL,2
Sai Saxena,714024103079,CIVIL,2
Krishna Rao,714024103080,CIVIL,2
Reyansh Singh,714024103081,CIVIL,2
Ishaan Gupta,714024103082,CIVIL,2
Sarah Chopra,714024103083,CIVIL,2
Ishaan Yadav,714024103084,CIVIL,2
Pari Nair,714024103085,CIVIL,2
Ananya Kumar,714024103086,CIVIL,2
Arjun Gupta,714024103087,CIVIL,2
Aditya Singh,714024103088,CIVIL,2
Ishaan Patel,714024103089,CIVIL,2
Sarah Singh,714024103090,CIVIL,2
Arjun Kumar,714024103091,CIVIL,2
Saanvi Bhat,714024103092,CIVIL,2
Vihaan Jain,714024103093,CIVIL,2
Vihaan Gupta,714024103094,CIVIL,2
Sai Bhat,714024103095,CIVIL,2
Aadhya Desai,714024103096,CIVIL,2
Riya Kapoor,714024103097,CIVIL,2
Vihaan Saxena,714024103098,CIVIL,2
Anvi Chopra,714024103099,CIVIL,2
Ayaan Verma,714024103100,CIVIL,2
Ishaan Patel,714024103101,CIVIL,2
Reyansh Chopra,714024103102,CIVIL,2
Vivaan Singh,714024103103,CIVIL,2
Anvi Kapoor,714024103104,CIVIL,2
Krishna Sharma,714024103105,CIVIL,2
Saanvi Das,714024103106,CIVIL,2
Ananya Saxena,714024103107,CIVIL,2
Anvi Reddy,714024103108,CIVIL,2
Saanvi Patel,714024103109,CIVIL,2
Sai Yadav,714024103110,CIVIL,2
Arjun Nair,714024103111,CIVIL,2
Aarav Malhotra,714024103112,CIVIL,2
Aditya Joshi,714024103113,CIVIL,2
Sarah Kumar,714024103114,CIVIL,2
Saanvi Yadav,714024103115,CIVIL,2
Aditya Kapoor,714024103116,CIVIL,2
Myra Bhat,714024103117,CIVIL,2
Saanvi Chopra,714024103118,CIVIL,2
Diya Rao,714024103119,CIVIL,2
Diya Das,714024103120,CIVIL,2
Sai Reddy,714024103121,CIVIL,2
Aditya Patel,714024103122,CIVIL,2
Myra Saxena,714024103123,CIVIL,2
Sarah Malhotra,714024103124,CIVIL,2
Aditya Rao,714024103125,CIVIL,2
Myra Bhat,714024103126,CIVIL,2
Vivaan Reddy,714024103127,CIVIL,2
Aadhya Patel,714024103128,CIVIL,2
Ishaan Singh,714024103129,CIVIL,2
Sarah Joshi,714024103130,CIVIL,2
Anvi Rao,714024103131,CIVIL,2
Saanvi Mehta,714024103132,CIVIL,2
Vihaan Chopra,714024103133,CIVIL,2
Pari Saxena,714024103134,CIVIL,2
Sarah Bhat,714024103135,CIVIL,2
Krishna Gupta,714024103136,CIVIL,2
Riya Verma,714024103137,CIVIL,2
Saanvi Sharma,714024103138,CIVIL,2
Sarah Verma,714024105001,EEE,2
Reyansh Sharma,714024105002,EEE,2
Krishna Kapoor,714024105003,EEE,2
Arjun Das,714024105004,EEE,2
Pari Sharma,714024105005,EEE,2
Vihaan Chopra,714024105006,EEE,2
Aditya Joshi,714024105007,EEE,2
Diya Jain,714024105008,EEE,2
Reyansh Bhat,714024105009,EEE,2
Arjun Singh,714024105010,EEE,2
Krishna Bhat,714024105011,EEE,2
Pari Patel,714024105012,EEE,2
Aarav Chopra,714024105013,EEE,2
Myra Nair,714024105014,EEE,2
Ananya Rao,714024105015,EEE,2
Arjun Das,714024105016,EEE,2
Arjun Yadav,714024105017,EEE,2
Saanvi Sharma,714024105018,EEE,2
Saanvi Kapoor,714024105019,EEE,2
Diya Das,714024105020,EEE,2
Arjun Saxena,714024105021,EEE,2
Riya Jain,714024105022,EEE,2
Ayaan Singh,714024105023,EEE,2
Aarav Das,714024105024,EEE,2
Saanvi Saxena,714024105025,EEE,2
Vihaan Malhotra,714024105026,EEE,2
Arjun Yadav,714024105027,EEE,2
Riya Yadav,714024105028,EEE,2
Ayaan Nair,714024105029,EEE,2
Aadhya Sharma,714024105030,EEE,2
Ananya Patel,714024105031,EEE,2
Aarav Saxena,714024105032,EEE,2
Aditya Gupta,714024105033,EEE,2
Saanvi Singh,714024105034,EEE,2
Sai Kapoor,714024105035,EEE,2
Aarav Kumar,714024105036,EEE,2
Saanvi Kumar,714024105037,EEE,2
Myra Sharma,714024105038,EEE,2
Ayaan Gupta,714024105039,EEE,2
Vihaan Bhat,714024105040,EEE,2
Sarah Reddy,714024105041,EEE,2
Pari Reddy,714024105042,EEE,2
Myra Saxena,714024105043,EEE,2
Ishaan Singh,714024105044,EEE,2
Arjun Gupta,714024105045,EEE,2
Vivaan Kumar,714024105046,EEE,2
Ananya Kapoor,714024105047,EEE,2
Ayaan Reddy,714024105048,EEE,2
Arjun Desai,714024105049,EEE,2
Riya Kumar,714024105050,EEE,2
Vihaan Patel,714024105051,EEE,2
Arjun Patel,714024105052,EEE,2
Vihaan Das,714024105053,EEE,2
Ananya Das,714024105054,EEE,2
Vihaan Desai,714024105055,EEE,2
Myra Chopra,714024105056,EEE,2
Aadhya Chopra,714024105057,EEE,2
Aditya Kumar,714024105058,EEE,2
Sai Reddy,714024105059,EEE,2
Aditya Kapoor,714024105060,EEE,2
Ananya Mehta,714024105061,EEE,2
Saanvi Bhat,714024105062,EEE,2
Diya Kumar,714024105063,EEE,2
Aditya Sharma,714024105064,EEE,2
Diya Nair,714024105065,EEE,2
Saanvi Mehta,714024105066,EEE,2
Ananya Bhat,714024105067,EEE,2
Krishna Gupta,714024105068,EEE,2
Sarah Gupta,714024105069,EEE,2
Sarah Sharma,714024105070,EEE,2
Ananya Sharma,714024105071,EEE,2
Aarav Singh,714024105072,EEE,2
Saanvi Bhat,714024105073,EEE,2
Reyansh Patel,714024105074,EEE,2
Krishna Kapoor,714024105075,EEE,2
Sai Kapoor,714024105076,EEE,2
Ananya Joshi,714024105077,EEE,2
Ananya Kumar,714024105078,EEE,2
Saanvi Verma,714024105079,EEE,2
Aditya Mehta,714024105080,EEE,2
Saanvi Joshi,714024105081,EEE,2
Aditya Reddy,714024105082,EEE,2
Vivaan Malhotra,714024105083,EEE,2
Vivaan Saxena,714024105084,EEE,2
Saanvi Desai,714024105085,EEE,2
Aarav Gupta,714024105086,EEE,2
Ishaan Bhat,714024105087,EEE,2
Reyansh Singh,714024105088,EEE,2
Krishna Verma,714024105089,EEE,2
Riya Nair,714024105090,EEE,2
Riya Das,714024105091,EEE,2
Vihaan Desai,714024105092,EEE,2
Saanvi Rao,714024105093,EEE,2
Sarah Saxena,714024105094,EEE,2
Anvi Kapoor,714024105095,EEE,2
Myra Malhotra,714024105096,EEE,2
Aarav Chopra,714024105097,EEE,2
Aditya Reddy,714024105098,EEE,2
Anvi Kapoor,714024105099,EEE,2
Aditya Jain,714024105100,EEE,2
Saanvi Nair,714024105101,EEE,2
Ishaan Kumar,714024105102,EEE,2
Saanvi Saxena,714024105103,EEE,2
Vivaan Verma,714024105104,EEE,2
Arjun Jain,714024105105,EEE,2
Ananya Saxena,714024105106,EEE,2
Saanvi Malhotra,714024105107,EEE,2
Ishaan Malhotra,714024105108,EEE,2
Arjun Joshi,714024105109,EEE,2
Diya Kapoor,714024105110,EEE,2
Anvi Mehta,714024105111,EEE,2
Riya Kumar,714024105112,EEE,2
Pari Gupta,714024105113,EEE,2
Reyansh Yadav,714024105114,EEE,2
Ananya Saxena,714024105115,EEE,2
Ayaan Singh,714024105116,EEE,2
Aadhya Patel,714024105117,EEE,2
Ayaan Mehta,714024105118,EEE,2
Ishaan Saxena,714024105119,EEE,2
Diya Sharma,714024105120,EEE,2
Saanvi Nair,714024105121,EEE,2
Ananya Singh,714024105122,EEE,2
Pari Nair,714024105123,EEE,2
Ananya Joshi,714024105124,EEE,2
Reyansh Patel,714024105125,EEE,2
Diya Nair,714024105126,EEE,2
Vivaan Das,714024105127,EEE,2
Anvi Reddy,714024105128,EEE,2
Arjun Rao,714024105129,EEE,2
Aadhya Sharma,714024105130,EEE,2
Riya Verma,714024105131,EEE,2
Anvi Malhotra,714024105132,EEE,2
Sarah Mehta,714024105133,EEE,2
Diya Yadav,714024105134,EEE,2
Pari Joshi,714024105135,EEE,2
Myra Kumar,714024105136,EEE,2
Anvi Singh,714024105137,EEE,2
Ananya Yadav,714024105138,EEE,2
Aarav Malhotra,714024105139,EEE,2
Aadhya Saxena,714024105140,EEE,2
Myra Patel,714024105141,EEE,2
Pari Kumar,714024105142,EEE,2
Krishna Malhotra,714024105143,EEE,2
Aadhya Joshi,714024105144,EEE,2
Vivaan Verma,714024105145,EEE,2
Sai Joshi,714024105146,EEE,2
Riya Verma,714024105147,EEE,2
