Name,Register Number,Department,Year of Study
Saanvi Jain,714022104075,CSE,4
Vihaan Joshi,714022104076,CSE,4
Aadhya Kumar,714022104077,CSE,4
Saanvi Patel,714022104078,CSE,4
Ananya Chopra,714022104079,CSE,4
Sai Desai,714022104080,CSE,4
Ananya Das,714022104081,CSE,4
Saanvi Patel,714022104082,CSE,4
Aadhya Verma,714022104083,CSE,4
Aditya Malhotra,714022104084,CSE,4
Myra Gupta,714022104085,CSE,4
Ishaan Das,714022104086,CSE,4
Ananya Reddy,714022104087,CSE,4
Riya Bhat,714022104088,CSE,4
Myra Mehta,714022104089,CSE,4
Sarah Singh,714022104090,CSE,4
Pari Nair,714022104091,CSE,4
Sarah Reddy,714022104092,CSE,4
Reyansh Chopra,714022104093,CSE,4
Ishaan Chopra,714022104094,CSE,4
Sarah Jain,714022104095,CSE,4
Diya Jain,714022104096,CSE,4
Sai Rao,714022104097,CSE,4
Ishaan Gupta,714022104098,CSE,4
Diya Desai,714022104099,CSE,4
Diya Nair,714022104100,CSE,4
Krishna Mehta,714022104101,CSE,4
Sai Malhotra,714022104102,CSE,4
Saanvi Verma,714022104103,CSE,4
Anvi Yadav,714022104104,CSE,4
Vivaan Reddy,714022104105,CSE,4
Ananya Desai,714022104106,CSE,4
Reyansh Das,714022104107,CSE,4
Anvi Jain,714022104108,CSE,4
Sarah Patel,714022104109,CSE,4
Ayaan Kapoor,714022104110,CSE,4
Ishaan Mehta,714022104111,CSE,4
Myra Mehta,714022104112,CSE,4
Anvi Reddy,714022104113,CSE,4
Pari Rao,714022104114,CSE,4
Arjun Sharma,714022104115,CSE,4
Krishna Reddy,714022106001,ECE,4
Diya Desai,714022106002,ECE,4
Diya Singh,714022106003,ECE,4
Saanvi Mehta,714022106004,ECE,4
Aadhya Mehta,714022106005,ECE,4
Diya Bhat,714022106006,ECE,4
Aadhya Das,714022106007,ECE,4
Aditya Patel,714022106008,ECE,4
Riya Malhotra,714022106009,ECE,4
Sarah Desai,714022106010,ECE,4
Vihaan Saxena,714022106011,ECE,4
Arjun Jain,714022106012,ECE,4
Pari Das,714022106013,ECE,4
Anvi Bhat,714022106014,ECE,4
Aadhya Kumar,714022106015,ECE,4
Pari Chopra,714022106016,ECE,4
Aditya Sharma,714022106017,ECE,4
Ananya Desai,714022106018,ECE,4
Vihaan Singh,714022106019,ECE,4
Aditya Patel,714022106020,ECE,4
Myra Nair,714022106021,ECE,4
Aadhya Bhat,714022106022,ECE,4
Saanvi Sharma,714022106023,ECE,4
Arjun Reddy,714022106024,ECE,4
Krishna Joshi,714022106025,ECE,4
Saanvi Jain,714022106026,ECE,4
Arjun Bhat,714022106027,ECE,4
Aditya Kapoor,714022106028,ECE,4
Anvi Singh,714022106029,ECE,4
Pari Saxena,714022106030,ECE,4
Saanvi Verma,714022106031,ECE,4
Arjun Das,714022106032,ECE,4
Myra Chopra,714022106033,ECE,4
Sai Yadav,714022106034,ECE,4
Saanvi Chopra,714022106035,ECE,4
Sai Verma,714022106036,ECE,4
Ayaan Yadav,714022106037,ECE,4
Diya Verma,714022106038,ECE,4
Aadhya Sharma,714022106039,ECE,4
Krishna Joshi,714022106040,ECE,4
Aadhya Patel,714022106041,ECE,4
Saanvi Das,714022106042,ECE,4
Aadhya Verma,714022106043,ECE,4
Pari Mehta,714022106044,ECE,4
Vihaan Bhat,714022106045,ECE,4
Riya Singh,714022106046,ECE,4
Aditya Jain,714022106047,ECE,4
Vivaan Saxena,714022106048,ECE,4
Aarav Reddy,714022106049,ECE,4
Saanvi Reddy,714022106050,ECE,4
Sai Yadav,714022106051,ECE,4
Diya Verma,714022106052,ECE,4
Krishna Gupta,714022106053,ECE,4
Aadhya Das,714022106054,ECE,4
Sai Rao,714022106055,ECE,4
Arjun Singh,714022106056,ECE,4
Anvi Chopra,714022106057,ECE,4
Riya Verma,714022106058,ECE,4
Pari Malhotra,714022106059,ECE,4
Aditya Desai,714022106060,ECE,4
Anvi Kapoor,714022106061,ECE,4
Aditya Gupta,714022106062,ECE,4
Reyansh Mehta,714022106063,ECE,4
Ananya Sharma,714022106064,ECE,4
Aadhya Yadav,714022106065,ECE,4
Vihaan Verma,714022106066,ECE,4
Pari Chopra,714022106067,ECE,4
Aadhya Saxena,714022106068,ECE,4
Ishaan Das,714022106069,ECE,4
Myra Singh,714022106070,ECE,4
Ananya Rao,714022106071,ECE,4
Myra Sharma,714022106072,ECE,4
Pari Das,714022106073,ECE,4
Anvi Chopra,714022106074,ECE,4
Pari Desai,714022106075,ECE,4
Saanvi Verma,714022106076,ECE,4
Reyansh Kumar,714022106077,ECE,4
Saanvi Nair,714022106078,ECE,4
Reyansh Saxena,714022106079,ECE,4
Ayaan Nair,714022106080,ECE,4
Diya Patel,714022106081,ECE,4
Reyansh Reddy,714022106082,ECE,4
Vihaan Gupta,714022106083,ECE,4
Aarav Verma,714022106084,ECE,4
Aadhya Kumar,714022106085,ECE,4
Sai Nair,714022106086,ECE,4
Saanvi Das,714022106087,ECE,4
Aarav Nair,714022106088,ECE,4
Sarah Rao,714022106089,ECE,4
Reyansh Yadav,714022106090,ECE,4
Diya Bhat,714022106091,ECE,4
Krishna Mehta,714022106092,ECE,4
Vihaan Nair,714022106093,ECE,4
Vihaan Rao,714022106094,ECE,4
Vivaan Jain,714022106095,ECE,4
Saanvi Mehta,714022106096,ECE,4
Krishna Gupta,714022106097,ECE,4
Reyansh Nair,714022106098,ECE,4
Arjun Desai,714022106099,ECE,4
Saanvi Das,714022106100,ECE,4
Saanvi Das,714022106101,ECE,4
Aadhya Reddy,714022106102,ECE,4
Aarav Sharma,714022106103,ECE,4
Sarah Joshi,714022106104,ECE,4
Sai Gupta,714022106105,ECE,4
Ananya Jain,714022106106,ECE,4
Anvi Singh,714022106107,ECE,4
Ishaan Das,714022106108,ECE,4
Vihaan Bhat,714022106109,ECE,4
Diya Bhat,714022106110,ECE,4
Saanvi Mehta,714022106111,ECE,4
Ishaan Saxena,714022106112,ECE,4
Aditya Sharma,714022106113,ECE,4
Ananya Bhat,714022106114,ECE,4
Vihaan Nair,714022114001,MECH,4
Krishna Mehta,714022114002,MECH,4
Saanvi Malhotra,714022114003,MECH,4
Myra Joshi,714022114004,MECH,4
Arjun Joshi,714022114005,MECH,4
Sai Gupta,714022114006,MECH,4
Reyansh Kumar,714022114007,MECH,4
Anvi Reddy,714022114008,MECH,4
Ayaan Mehta,714022114009,MECH,4
Vivaan Gupta,714022114010,MECH,4
Riya Yadav,714022114011,MECH,4
Saanvi Joshi,714022114012,MECH,4
Sai Singh,714022114013,MECH,4
Aadhya Joshi,714022114014,MECH,4
Saanvi Kapoor,714022114015,MECH,4
Riya Bhat,714022114016,MECH,4
Krishna Mehta,714022114017,MECH,4
Krishna Rao,714022114018,MECH,4
Sarah Malhotra,714022114019,MECH,4
Diya Jain,714022114020,MECH,4
Diya Das,714022114021,MECH,4
Aarav Verma,714022114022,MECH,4
Vihaan Chopra,714022114023,MECH,4
Vihaan Singh,714022114024,MECH,4
Aadhya Verma,714022114025,MECH,4
Aditya Jain,714022114026,MECH,4
Pari Gupta,714022114027,MECH,4
Riya Sharma,714022114028,MECH,4
Anvi Reddy,714022114029,MECH,4
Aditya Singh,714022114030,MECH,4
Aarav Verma,714022114031,MECH,4
Arjun Kapoor,714022114032,MECH,4
Ayaan Das,714022114033,MECH,4
Ishaan Jain,714022114034,MECH,4
Reyansh Kumar,714022114035,MECH,4
Ishaan Mehta,714022114036,MECH,4
Diya Das,714022114037,MECH,4
Saanvi Singh,714022114038,MECH,4
Sai Singh,714022114039,MECH,4
Anvi Malhotra,714022114040,MECH,4
Aditya Saxena,714022114041,MECH,4
Ishaan Patel,714022114042,MECH,4
Ananya Das,714022114043,MECH,4
Aadhya Malhotra,714022114044,MECH,4
Krishna Gupta,714022114045,MECH,4
Sai Kumar,714022114046,MECH,4
Ayaan Jain,714022114047,MECH,4
Arjun Singh,714022114048,MECH,4
Reyansh Chopra,714022114049,MECH,4
Saanvi Saxena,714022114050,MECH,4
Diya Gupta,714022114051,MECH,4
Aditya Desai,714022114052,MECH,4
Riya Chopra,714022114053,MECH,4
Pari Saxena,714022114054,MECH,4
Saanvi Nair,714022114055,MECH,4
Sai Yadav,714022114056,MECH,4
Anvi Jain,714022114057,MECH,4
Ayaan Mehta,714022114058,MECH,4
Saanvi Kapoor,714022114059,MECH,4
Aadhya Sharma,714022114060,MECH,4
Saanvi Mehta,714022114061,MECH,4
Saanvi Rao,714022114062,MECH,4
Sai Reddy,714022114063,MECH,4
Vihaan Saxena,714022114064,MECH,4
Aditya Singh,714022114065,MECH,4
Aarav Verma,714022114066,MECH,4
Anvi Kumar,714022114067,MECH,4
Aadhya Nair,714022114068,MECH,4
Ayaan Kumar,714022114069,MECH,4
Ayaan Gupta,714022114070,MECH,4
Aditya Jain,714022114071,MECH,4
Sarah Saxena,714022114072,MECH,4
Krishna Das,714022114073,MECH,4
Ananya Singh,714022114074,MECH,4
Diya Saxena,714022114075,MECH,4
Sarah Mehta,714022114076,MECH,4
Saanvi Yadav,714022114077,MECH,4
Aadhya Mehta,714022114078,MECH,4
Myra Jain,714022114079,MECH,4
Vihaan Singh,714022114080,MECH,4
Riya Rao,714022114081,MECH,4
Aadhya Verma,714022114082,MECH,4
Aadhya Saxena,714022114083,MECH,4
Arjun Joshi,714022114084,MECH,4
Myra Das,714022114085,MECH,4
Anvi Bhat,714022114086,MECH,4
Aditya Rao,714022114087,MECH,4
Ayaan Chopra,714022114088,MECH,4
Ishaan Jain,714022114089,MECH,4
Vihaan Verma,714022114090,MECH,4
Sarah Malhotra,714022114091,MECH,4
Ishaan Gupta,714022114092,MECH,4
Ishaan Verma,714022114093,MECH,4
Krishna Verma,714022114094,MECH,4
Reyansh Bhat,714022114095,MECH,4
Anvi Kapoor,714022114096,MECH,4
Reyansh Verma,714022114097,MECH,4
Diya Chopra,714022114098,MECH,4
Sai Joshi,714022114099,MECH,4
Riya Kapoor,714022114100,MECH,4
Ananya Gupta,714022114101,MECH,4
Vivaan Kumar,714022114102,MECH,4
Anvi Jain,714022114103,MECH,4
Diya Sharma,714022114104,MECH,4
Aditya Das,714022114105,MECH,4
Saanvi Singh,714022114106,MECH,4
Vivaan Das,714022114107,MECH,4
Pari Rao,714022114108,MECH,4
Arjun Nair,714022114109,MECH,4
Vivaan Sharma,714022114110,MECH,4
Ananya Yadav,714022114111,MECH,4
Krishna Chopra,714022114112,MECH,4
Ayaan Das,714022114113,MECH,4
Sarah Yadav,714022114114,MECH,4
Diya Verma,714022114115,MECH,4
Krishna Saxena,714022114116,MECH,4
Arjun Kumar,714022114117,MECH,4
Reyansh Nair,714022114118,MECH,4
Saanvi Chopra,714022114119,MECH,4
Ananya Gupta,714022114120,MECH,4
Anvi Sharma,714022114121,MECH,4
Krishna Verma,714022114122,MECH,4
Pari Patel,714022114123,MECH,4
Myra Jain,714022114124,MECH,4
Diya Yadav,714022114125,MECH,4
Pari Bhat,714022114126,MECH,4
Saanvi Joshi,714022114127,MECH,4
Riya Nair,714022114128,MECH,4
Diya Rao,714022114129,MECH,4
Pari Verma,714022114130,MECH,4
Ananya Bhat,714022114131,MECH,4
Sarah Saxena,714022114132,MECH,4
Diya Gupta,714022114133,MECH,4
Krishna Sharma,714022114134,MECH,4
Saanvi Nair,714022114135,MECH,4
Krishna Saxena,714022114136,MECH,4
Vihaan Verma,714022114137,MECH,4
Arjun Mehta,714022114138,MECH,4
Aadhya Bhat,714022103001,CIVIL,4
Sai Kapoor,714022103002,CIVIL,4
Diya Yadav,714022103003,CIVIL,4
Saanvi Sharma,714022103004,CIVIL,4
Vihaan Saxena,714022103005,CIVIL,4
Ishaan Sharma,714022103006,CIVIL,4
Saanvi Verma,714022103007,CIVIL,4
Anvi Jain,714022103008,CIVIL,4
Ishaan Desai,714022103009,CIVIL,4
Anvi Chopra,714022103010,CIVIL,4
Pari Saxena,714022103011,CIVIL,4
Vihaan Mehta,714022103012,CIVIL,4
Arjun Chopra,714022103013,CIVIL,4
Riya Jain,714022103014,CIVIL,4
Saanvi Bhat,714022103015,CIVIL,4
Riya Singh,714022103016,CIVIL,4
Krishna Kumar,714022103017,CIVIL,4
Diya Gupta,714022103018,CIVIL,4
Reyansh Gupta,714022103019,CIVIL,4
Vihaan Sharma,714022103020,CIVIL,4
Aadhya Saxena,714022103021,CIVIL,4
Myra Das,714022103022,CIVIL,4
Ishaan Nair,714022103023,CIVIL,4
Reyansh Yadav,714022103024,CIVIL,4
Vihaan Kapoor,714022103025,CIVIL,4
Aarav Bhat,714022103026,CIVIL,4
Aarav Jain,714022103027,CIVIL,4
Ayaan Jain,714022103028,CIVIL,4
Arjun Kumar,714022103029,CIVIL,4
Myra Joshi,714022103030,CIVIL,4
Pari Singh,714022103031,CIVIL,4
Anvi Joshi,714022103032,CIVIL,4
Aditya Saxena,714022103033,CIVIL,4
Vihaan Saxena,714022103034,CIVIL,4
Diya Mehta,714022103035,CIVIL,4
Anvi Nair,714022103036,CIVIL,4
Arjun Yadav,714022103037,CIVIL,4
Aditya Malhotra,714022103038,CIVIL,4
Diya Yadav,714022103039,CIVIL,4
Vihaan Kumar,714022103040,CIVIL,4
Myra Kumar,714022103041,CIVIL,4
Aadhya Saxena,714022103042,CIVIL,4
Krishna Mehta,714022103043,CIVIL,4
Aditya Gupta,714022103044,CIVIL,4
Myra Reddy,714022103045,CIVIL,4
Aarav Mehta,714022103046,CIVIL,4
Aditya Mehta,714022103047,CIVIL,4
Sarah Saxena,714022103048,CIVIL,4
Aadhya Patel,714022103049,CIVIL,4
Saanvi Desai,714022103050,CIVIL,4
Sai Verma,714022103051,CIVIL,4
Pari Bhat,714022103052,CIVIL,4
Reyansh Das,714022103053,CIVIL,4
Ishaan Sharma,714022103054,CIVIL,4
Krishna Chopra,714022103055,CIVIL,4
Aadhya Bhat,714022103056,CIVIL,4
Pari Sharma,714022103057,CIVIL,4
Diya Patel,714022103058,CIVIL,4
Aditya Nair,714022103059,CIVIL,4
Sarah Das,714022103060,CIVIL,4
Anvi Jain,714022103061,CIVIL,4
Vivaan Das,714022103062,CIVIL,4
Sarah Joshi,714022103063,CIVIL,4
Ananya Nair,714022103064,CIVIL,4
Pari Kumar,714022103065,CIVIL,4
Vivaan Saxena,714022103066,CIVIL,4
Aadhya Bhat,714022103067,CIVIL,4
Anvi Joshi,714022103068,CIVIL,4
Sarah Joshi,714022103069,CIVIL,4
Aadhya Jain,714022103070,CIVIL,4
Myra Kapoor,714022103071,CIVIL,4
Aarav Joshi,714022103072,CIVIL,4
Saanvi Bhat,714022103073,CIVIL,4
Vivaan Gupta,714022103074,CIVIL,4
Vihaan Rao,714022103075,CIVIL,4
Riya Das,714022103076,CIVIL,4
Ananya Jain,714022103077,CIVIL,4
Saanvi Sharma,714022103078,CIVIL,4
Saanvi Reddy,714022103079,CIVIL,4
Saanvi Sharma,714022103080,CIVIL,4
Ayaan Reddy,714022103081,CIVIL,4
Reyansh Joshi,714022103082,CIVIL,4
Ayaan Nair,714022103083,CIVIL,4
Myra Reddy,714022103084,CIVIL,4
Sarah Patel,714022103085,CIVIL,4
Aarav Chopra,714022103086,CIVIL,4
Sarah Kapoor,714022103087,CIVIL,4
Sarah Saxena,714022103088,CIVIL,4
Aarav Mehta,714022103089,CIVIL,4
Vihaan Desai,714022103090,CIVIL,4
Sai Desai,714022103091,CIVIL,4
Saanvi Joshi,714022103092,CIVIL,4
Reyansh Reddy,714022103093,CIVIL,4
Myra Das,714022103094,CIVIL,4
Ayaan Kumar,714022103095,CIVIL,4
Riya Sharma,714022103096,CIVIL,4
Pari Singh,714022103097,CIVIL,4
Saanvi Das,714022103098,CIVIL,4
Vivaan Verma,714022103099,CIVIL,4
Vihaan Nair,714022103100,CIVIL,4
Reyansh Rao,714022103101,CIVIL,4
Ananya Malhotra,714022103102,CIVIL,4
Riya Malhotra,714022103103,CIVIL,4
Riya Desai,714022103104,CIVIL,4
Aadhya Chopra,714022103105,CIVIL,4
Vivaan Joshi,714022105001,EEE,4
Anvi Gupta,714022105002,EEE,4
Sai Saxena,714022105003,EEE,4
Vivaan Chopra,714022105004,EEE,4
Krishna Verma,714022105005,EEE,4
Krishna Yadav,714022105006,EEE,4
Myra Bhat,714022105007,EEE,4
Vihaan Bhat,714022105008,EEE,4
Anvi Yadav,714022105009,EEE,4
Saanvi Bhat,714022105010,EEE,4
Aditya Reddy,714022105011,EEE,4
Arjun Joshi,714022105012,EEE,4
Reyansh Sharma,714022105013,EEE,4
Ayaan Desai,714022105014,EEE,4
Ayaan Nair,714022105015,EEE,4
Ananya Gupta,714022105016,EEE,4
Krishna Yadav,714022105017,EEE,4
Aarav Joshi,714022105018,EEE,4
Reyansh Desai,714022105019,EEE,4
Ananya Malhotra,714022105020,EEE,4
Diya Desai,714022105021,EEE,4
Aarav Jain,714022105022,EEE,4
Vihaan Kapoor,714022105023,EEE,4
Ananya Saxena,714022105024,EEE,4
Myra Singh,714022105025,EEE,4
Anvi Nair,714022105026,EEE,4
Anvi Yadav,714022105027,EEE,4
Ayaan Desai,714022105028,EEE,4
Arjun Sharma,714022105029,EEE,4
Anvi Gupta,714022105030,EEE,4
Aadhya Nair,714022105031,EEE,4
Vivaan Kapoor,714022105032,EEE,4
Krishna Kapoor,714022105033,EEE,4
Sai Saxena,714022105034,EEE,4
Krishna Gupta,714022105035,EEE,4
Myra Sharma,714022105036,EEE,4
Saanvi Bhat,714022105037,EEE,4
Myra Yadav,714022105038,EEE,4
Ayaan Saxena,714022105039,EEE,4
Ananya Gupta,714022105040,EEE,4
Ishaan Malhotra,714022105041,EEE,4
Ananya Sharma,714022105042,EEE,4
Aarav Patel,714022105043,EEE,4
Vihaan Patel,714022105044,EEE,4
Anvi Bhat,714022105045,EEE,4
Sarah Jain,714022105046,EEE,4
Ananya Das,714022105047,EEE,4
Anvi Kapoor,714022105048,EEE,4
Sai Desai,714022105049,EEE,4
Saanvi Sharma,714022105050,EEE,4
Aarav Chopra,714022105051,EEE,4
Vihaan Rao,714022105052,EEE,4
Reyansh Chopra,714022105053,EEE,4
Myra Kapoor,714022105054,EEE,4
Pari Saxena,714022105055,EEE,4
Pari Bhat,714022105056,EEE,4
Saanvi Das,714022105057,EEE,4
Pari Malhotra,714022105058,EEE,4
Reyansh Singh,714022105059,EEE,4
Ananya Patel,714022105060,EEE,4
Ayaan Jain,714022105061,EEE,4
Myra Yadav,714022105062,EEE,4
Sai Chopra,714022105063,EEE,4
Sarah Sharma,714022105064,EEE,4
Vivaan Desai,714022105065,EEE,4
Pari Jain,714022105066,EEE,4
Saanvi Desai,714022105067,EEE,4
Ananya Jain,714022105068,EEE,4
Sarah Singh,714022105069,EEE,4
Diya Patel,714022105070,EEE,4
Ayaan Sharma,714022105071,EEE,4
Saanvi Nair,714022105072,EEE,4
Vivaan Gupta,714022105073,EEE,4
Aadhya Chopra,714022105074,EEE,4
Arjun Das,714022105075,EEE,4
Sarah Sharma,714022105076,EEE,4
Arjun Patel,714022105077,EEE,4
Aditya Patel,714022105078,EEE,4
Aarav Gupta,714022105079,EEE,4
Arjun Joshi,714022105080,EEE,4
Ananya Gupta,714022105081,EEE,4
Ananya Rao,714022105082,EEE,4
Myra Das,714022105083,EEE,4
Saanvi Bhat,714022105084,EEE,4
Vihaan Joshi,714022105085,EEE,4
Ananya Desai,714022105086,EEE,4
Vihaan Verma,714022105087,EEE,4
Aarav Bhat,714022105088,EEE,4
Vihaan Joshi,714022105089,EEE,4
Aarav Mehta,714022105090,EEE,4
Vihaan Mehta,714022105091,EEE,4
Saanvi Jain,714022105092,EEE,4
Arjun Malhotra,714022105093,EEE,4
Diya Bhat,714022105094,EEE,4
Aarav Yadav,714022105095,EEE,4
Pari Das,714022105096,EEE,4
Riya Jain,714022105097,EEE,4
Reyansh Gupta,714022105098,EEE,4
Sarah Bhat,714022105099,EEE,4
Riya Gupta,714022105100,EEE,4
Ayaan Nair,714022105101,EEE,4
Riya Joshi,714022105102,EEE,4
Riya Bhat,714022105103,EEE,4
Ananya Joshi,714022105104,EEE,4
Anvi Verma,714022105105,EEE,4
Sarah Bhat,714022105106,EEE,4
Arjun Chopra,714022105107,EEE,4
Sarah Kapoor,714022105108,EEE,4
Riya Mehta,714022105109,EEE,4
Riya Gupta,714022105110,EEE,4
Ananya Kapoor,714022105111,EEE,4
Ishaan Malhotra,714022105112,EEE,4
Myra Rao,714022105113,EEE,4
Sarah Gupta,714022105114,EEE,4
