Name,Register Number,Department,Year of Study
Vihaan Singh,714025103058,CIVIL,1
Ayaan Verma,714025103059,CIVIL,1
Vihaan Desai,714025103060,CIVIL,1
Ananya Das,714025103061,CIVIL,1
Vivaan Yadav,714025103062,CIVIL,1
Sai Singh,714025103063,CIVIL,1
Aditya Kumar,714025103064,CIVIL,1
Anvi Nair,714025103065,CIVIL,1
Diya Kumar,714025103066,CIVIL,1
Sai Patel,714025103067,CIVIL,1
Ayaan Mehta,714025103068,CIVIL,1
Reyansh Malhotra,714025103069,CIVIL,1
Krishna Malhotra,714025103070,CIVIL,1
Arjun Das,714025103071,CIVIL,1
Vivaan Saxena,714025103072,CIVIL,1
Aditya Nair,714025103073,CIVIL,1
Reyansh Kumar,714025103074,CIVIL,1
Saanvi Joshi,714025103075,CIVIL,1
Riya Bhat,714025103076,CIVIL,1
Ananya Das,714025103077,CIVIL,1
Vihaan Patel,714025103078,CIVIL,1
Saanvi Chopra,714025103079,CIVIL,1
Vihaan Kumar,714025103080,CIVIL,1
Ananya Yadav,714025103081,CIVIL,1
Krishna Desai,714025103082,CIVIL,1
Ishaan Reddy,714025103083,CIVIL,1
Aadhya Chopra,714025103084,CIVIL,1
Aditya Jain,714025103085,CIVIL,1
Aarav Joshi,714025103086,CIVIL,1
Reyansh Jain,714025103087,CIVIL,1
Diya Chopra,714025103088,CIVIL,1
Aadhya Desai,714025103089,CIVIL,1
Krishna Singh,714025103090,CIVIL,1
Reyansh Jain,714025103091,CIVIL,1
Saanvi Chopra,714025103092,CIVIL,1
Aarav Gupta,714025103093,CIVIL,1
Diya Bhat,714025103094,CIVIL,1
Anvi Jain,714025103095,CIVIL,1
Diya Desai,714025103096,CIVIL,1
Anvi Joshi,714025103097,CIVIL,1
Saanvi Sharma,714025103098,CIVIL,1
Pari Jain,714025103099,CIVIL,1
Saanvi Joshi,714025103100,CIVIL,1
Aditya Malhotra,714025103101,CIVIL,1
Ayaan Mehta,714025103102,CIVIL,1
Vihaan Saxena,714025103103,CIVIL,1
Ananya Malhotra,714025103104,CIVIL,1
Sarah Desai,714025103105,CIVIL,1
Ayaan Mehta,714025103106,CIVIL,1
Diya Singh,714025103107,CIVIL,1
Aarav Singh,714025103108,CIVIL,1
Aadhya Chopra,714025103109,CIVIL,1
Pari Joshi,714025103110,CIVIL,1
Vivaan Reddy,714025103111,CIVIL,1
Sarah Singh,714025103112,CIVIL,1
Ayaan Joshi,714025103113,CIVIL,1
Pari Chopra,714025103114,CIVIL,1
Diya Rao,714025103115,CIVIL,1
Pari Malhotra,714025103116,CIVIL,1
Aarav Verma,714025103117,CIVIL,1
Ananya Bhat,714025103118,CIVIL,1
Saanvi Joshi,714025103119,CIVIL,1
Krishna Gupta,714025103120,CIVIL,1
Anvi Saxena,714025103121,CIVIL,1
Ishaan Singh,714025103122,CIVIL,1
Krishna Kumar,714025103123,CIVIL,1
Saanvi Yadav,714025103124,CIVIL,1
Myra Gupta,714025103125,CIVIL,1
Pari Nair,714025103126,CIVIL,1
Arjun Yadav,714025103127,CIVIL,1
Ayaan Kapoor,714025103128,CIVIL,1
Ananya Rao,714025103129,CIVIL,1
Arjun Rao,714025103130,CIVIL,1
Sai Singh,714025103131,CIVIL,1
Ishaan Kumar,714025103132,CIVIL,1
Pari Patel,714025103133,CIVIL,1
Reyansh Mehta,714025103134,CIVIL,1
Diya Kumar,714025103135,CIVIL,1
Krishna Kapoor,714025103136,CIVIL,1
Diya Kapoor,714025103137,CIVIL,1
Pari Kumar,714025103138,CIVIL,1
Aditya Das,714025103139,CIVIL,1
Aditya Yadav,714025103140,CIVIL,1
Aarav Sharma,714025103141,CIVIL,1
Arjun Kapoor,714025103142,CIVIL,1
Reyansh Reddy,714025103143,CIVIL,1
Ishaan Malhotra,714025103144,CIVIL,1
Aadhya Desai,714025105001,EEE,1
Anvi Singh,714025105002,EEE,1
Krishna Nair,714025105003,EEE,1
Aarav Rao,714025105004,EEE,1
Myra Kapoor,714025105005,EEE,1
Vihaan Mehta,714025105006,EEE,1
Diya Das,714025105007,EEE,1
Aditya Gupta,714025105008,EEE,1
Krishna Malhotra,714025105009,EEE,1
Reyansh Nair,714025105010,EEE,1
Ananya Das,714025105011,EEE,1
Saanvi Gupta,714025105012,EEE,1
Vivaan Singh,714025105013,EEE,1
Aditya Yadav,714025105014,EEE,1
Sarah Singh,714025105015,EEE,1
Sarah Das,714025105016,EEE,1
Aarav Nair,714025105017,EEE,1
Vihaan Nair,714025105018,EEE,1
Anvi Gupta,714025105019,EEE,1
Aarav Saxena,714025105020,EEE,1
Ishaan Reddy,714025105021,EEE,1
Aadhya Kapoor,714025105022,EEE,1
Aarav Joshi,714025105023,EEE,1
Ayaan Nair,714025105024,EEE,1
Pari Sharma,714025105025,EEE,1
Vihaan Bhat,714025105026,EEE,1
Ayaan Kapoor,714025105027,EEE,1
Anvi Rao,714025105028,EEE,1
Pari Saxena,714025105029,EEE,1
Myra Reddy,714025105030,EEE,1
Aarav Mehta,714025105031,EEE,1
Ananya Desai,714025105032,EEE,1
Vihaan Singh,714025105033,EEE,1
Diya Patel,714025105034,EEE,1
Anvi Kapoor,714025105035,EEE,1
Reyansh Joshi,714025105036,EEE,1
Aadhya Singh,714025105037,EEE,1
Saanvi Mehta,714025105038,EEE,1
Saanvi Sharma,714025105039,EEE,1
Riya Sharma,714025105040,EEE,1
Riya Kapoor,714025105041,EEE,1
Arjun Rao,714025105042,EEE,1
Sai Joshi,714025105043,EEE,1
Anvi Malhotra,714025105044,EEE,1
Vivaan Desai,714025105045,EEE,1
Ayaan Gupta,714025105046,EEE,1
Aarav Singh,714025105047,EEE,1
Ananya Reddy,714025105048,EEE,1
Ananya Joshi,714025105049,EEE,1
Reyansh Singh,714025105050,EEE,1
Aadhya Gupta,714025105051,EEE,1
Krishna Kapoor,714025105052,EEE,1
Reyansh Verma,714025105053,EEE,1
Krishna Saxena,714025105054,EEE,1
Vivaan Joshi,714025105055,EEE,1
Ayaan Nair,714025105056,EEE,1
Krishna Bhat,714025105057,EEE,1
Vihaan Jain,714025105058,EEE,1
Vihaan Reddy,714025105059,EEE,1
Saanvi Yadav,714025105060,EEE,1
Reyansh Desai,714025105061,EEE,1
Ayaan Rao,714025105062,EEE,1
Arjun Chopra,714025105063,EEE,1
Aditya Bhat,714025105064,EEE,1
Ishaan Mehta,714025105065,EEE,1
Pari Verma,714025105066,EEE,1
Ishaan Reddy,714025105067,EEE,1
Pari Bhat,714025105068,EEE,1
Aadhya Malhotra,714025105069,EEE,1
Sarah Malhotra,714025105070,EEE,1
Reyansh Malhotra,714025105071,EEE,1
Riya Nair,714025105072,EEE,1
Sai Kapoor,714025105073,EEE,1
Saanvi Mehta,714025105074,EEE,1
Anvi Nair,714025105075,EEE,1
Vihaan Das,714025105076,EEE,1
Aditya Kumar,714025105077,EEE,1
Anvi Gupta,714025105078,EEE,1
Arjun Desai,714025105079,EEE,1
Saanvi Desai,714025105080,EEE,1
Vivaan Jain,714025105081,EEE,1
Myra Saxena,714025105082,EEE,1
Diya Das,714025105083,EEE,1
Sarah Chopra,714025105084,EEE,1
Ananya Jain,714025105085,EEE,1
Diya Nair,714025105086,EEE,1
Diya Sharma,714025105087,EEE,1
Aadhya Jain,714025105088,EEE,1
Ananya Kumar,714025105089,EEE,1
Reyansh Bhat,714025105090,EEE,1
Riya Singh,714025105091,EEE,1
Ishaan Malhotra,714025105092,EEE,1
Riya Patel,714025105093,EEE,1
Saanvi Joshi,714025105094,EEE,1
Myra Gupta,714025105095,EEE,1
Sarah Kapoor,714025105096,EEE,1
Pari Kumar,714025105097,EEE,1
Saanvi Chopra,714025105098,EEE,1
Diya Das,714025105099,EEE,1
Riya Kumar,714025105100,EEE,1
Anvi Kumar,714025105101,EEE,1
Aditya Desai,714025105102,EEE,1
Vihaan Yadav,714025105103,EEE,1
Pari Yadav,714025105104,EEE,1
Vivaan Gupta,714025105105,EEE,1
Diya Nair,714025105106,EEE,1
Sarah Reddy,714025105107,EEE,1
Vivaan Jain,714025105108,EEE,1
Arjun Chopra,714025105109,EEE,1
Myra Reddy,714025105110,EEE,1
Myra Gupta,714025105111,EEE,1
Saanvi Bhat,714025105112,EEE,1
Aadhya Verma,714025105113,EEE,1
Aadhya Desai,714025105114,EEE,1
Ishaan Gupta,714025105115,EEE,1
Anvi Malhotra,714025105116,EEE,1
Pari Desai,714025105117,EEE,1
Krishna Sharma,714025105118,EEE,1
Diya Reddy,714025105119,EEE,1
Anvi Joshi,714025105120,EEE,1
Pari Chopra,714025105121,EEE,1
Vivaan Desai,714025105122,EEE,1
Sai Mehta,714025105123,EEE,1
Aditya Das,714025105124,EEE,1
Krishna Kumar,714025105125,EEE,1
Anvi Malhotra,714025105126,EEE,1
Arjun Reddy,714025105127,EEE,1
Riya Malhotra,714025105128,EEE,1
Saanvi Mehta,714025105129,EEE,1
Ananya Singh,714025105130,EEE,1
Ishaan Joshi,714025105131,EEE,1
Aditya Kapoor,714025105132,EEE,1
