Name,Register Number,Department,Year of Study
Ishaan Das,714022104086,CSE,4
Ananya Reddy,714022104087,CSE,4
Riya Bhat,714022104088,CSE,4
Myra Mehta,714022104089,CSE,4
Sarah Singh,714022104090,CSE,4
Pari Nair,714022104091,CSE,4
Sarah Reddy,714022104092,CSE,4
Reyansh Chopra,714022104093,CSE,4
Ishaan Chopra,714022104094,CSE,4
Sarah Jain,714022104095,CSE,4
Diya Jain,714022104096,CSE,4
Sai Rao,714022104097,CSE,4
Ishaan Gupta,714022104098,CSE,4
Diya Desai,714022104099,CSE,4
Diya Nair,714022104100,CSE,4
Krishna Mehta,714022104101,CSE,4
Sai Malhotra,714022104102,CSE,4
Saanvi Verma,714022104103,CSE,4
Anvi Yadav,714022104104,CSE,4
Vivaan Reddy,714022104105,CSE,4
Ananya Desai,714022104106,CSE,4
Reyansh Das,714022104107,CSE,4
Anvi Jain,714022104108,CSE,4
Sarah Patel,714022104109,CSE,4
Ayaan Kapoor,714022104110,CSE,4
Ishaan Mehta,714022104111,CSE,4
Myra Mehta,714022104112,CSE,4
Anvi Reddy,714022104113,CSE,4
Pari Rao,714022104114,CSE,4
Arjun Sharma,714022104115,CSE,4
Reyansh Jain,714025106001,ECE,1
Anvi Bhat,714025106002,ECE,1
Saanvi Rao,714025106003,ECE,1
Sai Das,714025106004,ECE,1
Ayaan Das,714025106005,ECE,1
Diya Verma,714025106006,ECE,1
Krishna Joshi,714025106007,ECE,1
Vihaan Rao,714025106008,ECE,1
Pari Malhotra,714025106009,ECE,1
Diya Mehta,714025106010,ECE,1
Anvi Singh,714025106011,ECE,1
Myra Jain,714025106012,ECE,1
Saanvi Desai,714025106013,ECE,1
Aditya Bhat,714025106014,ECE,1
Ananya Verma,714025106015,ECE,1
Reyansh Kumar,714025106016,ECE,1
Sai Gupta,714025106017,ECE,1
Arjun Nair,714025106018,ECE,1
Anvi Mehta,714025106019,ECE,1
Diya Das,714025106020,ECE,1
Aditya Joshi,714025106021,ECE,1
Sai Das,714025106022,ECE,1
Ishaan Malhotra,714025106023,ECE,1
Myra Malhotra,714025106024,ECE,1
Ishaan Saxena,714025106025,ECE,1
Diya Gupta,714025106026,ECE,1
Myra Mehta,714025106027,ECE,1
Riya Gupta,714025106028,ECE,1
Pari Chopra,714025106029,ECE,1
Pari Kumar,714025106030,ECE,1
Riya Desai,714025106031,ECE,1
Aarav Nair,714025106032,ECE,1
Riya Jain,714025106033,ECE,1
Myra Joshi,714025106034,ECE,1
Myra Gupta,714025106035,ECE,1
Aarav Bhat,714025106036,ECE,1
Vihaan Kumar,714025106037,ECE,1
Diya Desai,714025106038,ECE,1
Aadhya Mehta,714025106039,ECE,1
Vivaan Singh,714025106040,ECE,1
Myra Jain,714025106041,ECE,1
Sarah Kumar,714025106042,ECE,1
Vihaan Mehta,714025106043,ECE,1
Sai Patel,714025106044,ECE,1
Ananya Gupta,714025106045,ECE,1
Diya Chopra,714025106046,ECE,1
Pari Mehta,714025106047,ECE,1
Riya Jain,714025106048,ECE,1
Diya Jain,714025106049,ECE,1
Myra Malhotra,714025106050,ECE,1
Aarav Gupta,714025106051,ECE,1
Anvi Kumar,714025106052,ECE,1
Ayaan Reddy,714025106053,ECE,1
Arjun Chopra,714025106054,ECE,1
Sai Das,714025106055,ECE,1
Anvi Desai,714025106056,ECE,1
Riya Mehta,714025106057,ECE,1
Ayaan Bhat,714025106058,ECE,1
Reyansh Jain,714025106059,ECE,1
Aadhya Gupta,714025106060,ECE,1
Vihaan Mehta,714025106061,ECE,1
Arjun Gupta,714025106062,ECE,1
Sarah Patel,714025106063,ECE,1
Aarav Singh,714025106064,ECE,1
Reyansh Rao,714025106065,ECE,1
Vihaan Das,714025106066,ECE,1
Pari Mehta,714025106067,ECE,1
Myra Kumar,714025106068,ECE,1
Saanvi Saxena,714025106069,ECE,1
Sarah Chopra,714025106070,ECE,1
Myra Verma,714025106071,ECE,1
Aadhya Singh,714025106072,ECE,1
Arjun Saxena,714025106073,ECE,1
Ananya Verma,714025106074,ECE,1
Aditya Singh,714025106075,ECE,1
Vivaan Kumar,714025106076,ECE,1
Sai Desai,714025106077,ECE,1
Vivaan Kumar,714025106078,ECE,1
Sai Joshi,714025106079,ECE,1
Ayaan Jain,714025106080,ECE,1
Arjun Joshi,714025106081,ECE,1
Aditya Kapoor,714025106082,ECE,1
Aditya Mehta,714025106083,ECE,1
Vihaan Kapoor,714025106084,ECE,1
Ayaan Gupta,714025106085,ECE,1
Diya Rao,714025106086,ECE,1
Arjun Mehta,714025106087,ECE,1
Sai Desai,714025106088,ECE,1
Sarah Malhotra,714025106089,ECE,1
Krishna Reddy,714025106090,ECE,1
Riya Nair,714025106091,ECE,1
Krishna Jain,714025106092,ECE,1
Myra Das,714025106093,ECE,1
Aarav Rao,714025106094,ECE,1
Aadhya Rao,714025106095,ECE,1
Aditya Desai,714025106096,ECE,1
Vivaan Yadav,714025106097,ECE,1
Diya Kapoor,714025106098,ECE,1
Aadhya Malhotra,714025106099,ECE,1
Anvi Das,714025106100,ECE,1
Krishna Jain,714025106101,ECE,1
Vihaan Kapoor,714025106102,ECE,1
Riya Jain,714025106103,ECE,1
Sarah Saxena,714025106104,ECE,1
Diya Nair,714025106105,ECE,1
Ishaan Mehta,714025106106,ECE,1
Sai Sharma,714025106107,ECE,1
Vihaan Verma,714025106108,ECE,1
Ayaan Yadav,714025106109,ECE,1
Aadhya Gupta,714025106110,ECE,1
Vivaan Das,714025106111,ECE,1
Ananya Jain,714025106112,ECE,1
Sai Das,714025106113,ECE,1
Sai Yadav,714025106114,ECE,1
Aarav Sharma,714025106115,ECE,1
Aarav Chopra,714025106116,ECE,1
Vihaan Joshi,714025106117,ECE,1
Krishna Mehta,714025106118,ECE,1
Arjun Das,714025106119,ECE,1
Ananya Joshi,714025106120,ECE,1
Sarah Desai,714025106121,ECE,1
Pari Sharma,714025106122,ECE,1
Ayaan Rao,714025106123,ECE,1
Aadhya Kumar,714025106124,ECE,1
Saanvi Gupta,714025106125,ECE,1
Myra Kumar,714025106126,ECE,1
Aditya Mehta,714025106127,ECE,1
Arjun Verma,714025106128,ECE,1
Vivaan Desai,714025106129,ECE,1
Reyansh Rao,714025106130,ECE,1
Sai Gupta,714025106131,ECE,1
Diya Das,714025106132,ECE,1
Saanvi Rao,714025106133,ECE,1
Aditya Kapoor,714024106001,ECE,2
Aadhya Desai,714024106002,ECE,2
Pari Reddy,714024106003,ECE,2
Krishna Chopra,714024106004,ECE,2
Anvi Nair,714024106005,ECE,2
Arjun Das,714024106006,ECE,2
Aditya Sharma,714024106007,ECE,2
Aadhya Verma,714024106008,ECE,2
Reyansh Bhat,714024106009,ECE,2
Saanvi Nair,714024106010,ECE,2
Saanvi Kapoor,714024106011,ECE,2
Myra Yadav,714024106012,ECE,2
Anvi Joshi,714024106013,ECE,2
Sai Bhat,714024106014,ECE,2
Ishaan Yadav,714024106015,ECE,2
Ayaan Sharma,714024106016,ECE,2
Riya Sharma,714024106017,ECE,2
Aditya Sharma,714024106018,ECE,2
Saanvi Joshi,714024106019,ECE,2
Krishna Desai,714024106020,ECE,2
Aadhya Verma,714024106021,ECE,2
Saanvi Verma,714024106022,ECE,2
Ayaan Desai,714024106023,ECE,2
Vihaan Verma,714024106024,ECE,2
Myra Verma,714024106025,ECE,2
Vivaan Desai,714024106026,ECE,2
Ishaan Reddy,714024106027,ECE,2
Saanvi Nair,714024106028,ECE,2
Arjun Saxena,714024106029,ECE,2
Pari Yadav,714024106030,ECE,2
Krishna Nair,714024106031,ECE,2
Saanvi Kumar,714024106032,ECE,2
Ananya Reddy,714024106033,ECE,2
Krishna Yadav,714024106034,ECE,2
Saanvi Chopra,714024106035,ECE,2
Aditya Mehta,714024106036,ECE,2
Vihaan Joshi,714024106037,ECE,2
Saanvi Reddy,714024106038,ECE,2
Saanvi Nair,714024106039,ECE,2
Reyansh Desai,714024106040,ECE,2
Pari Malhotra,714024106041,ECE,2
Aadhya Yadav,714024106042,ECE,2
Aarav Mehta,714024106043,ECE,2
Reyansh Nair,714024106044,ECE,2
Reyansh Joshi,714024106045,ECE,2
Vihaan Das,714024106046,ECE,2
Pari Patel,714024106047,ECE,2
Sarah Reddy,714024106048,ECE,2
Sai Kumar,714024106049,ECE,2
Saanvi Desai,714024106050,ECE,2
Arjun Yadav,714024106051,ECE,2
Aadhya Patel,714024106052,ECE,2
Riya Malhotra,714024106053,ECE,2
Aarav Singh,714024106054,ECE,2
Diya Mehta,714024106055,ECE,2
Reyansh Bhat,714024106056,ECE,2
Sarah Verma,714024106057,ECE,2
Saanvi Sharma,714024106058,ECE,2
Reyansh Bhat,714024106059,ECE,2
Vivaan Das,714024106060,ECE,2
Ayaan Nair,714024106061,ECE,2
Aditya Reddy,714024106062,ECE,2
Reyansh Bhat,714024106063,ECE,2
Ishaan Joshi,714024106064,ECE,2
Arjun Jain,714024106065,ECE,2
Ishaan Bhat,714024106066,ECE,2
Diya Patel,714024106067,ECE,2
Ishaan Desai,714024106068,ECE,2
Aadhya Joshi,714024106069,ECE,2
Reyansh Nair,714024106070,ECE,2
Diya Desai,714024106071,ECE,2
Aarav Jain,714024106072,ECE,2
Myra Kumar,714024106073,ECE,2
Myra Reddy,714024106074,ECE,2
Vivaan Patel,714024106075,ECE,2
Krishna Kumar,714024106076,ECE,2
Pari Rao,714024106077,ECE,2
Myra Desai,714024106078,ECE,2
Vihaan Gupta,714024106079,ECE,2
Ishaan Saxena,714024106080,ECE,2
Saanvi Mehta,714024106081,ECE,2
Aadhya Rao,714024106082,ECE,2
Anvi Yadav,714024106083,ECE,2
Vihaan Rao,714024106084,ECE,2
Vivaan Yadav,714024106085,ECE,2
Myra Jain,714024106086,ECE,2
Anvi Rao,714024106087,ECE,2
Aditya Kapoor,714024106088,ECE,2
Myra Das,714024106089,ECE,2
Sai Chopra,714024106090,ECE,2
Arjun Das,714024106091,ECE,2
Saanvi Sharma,714024106092,ECE,2
Ayaan Das,714024106093,ECE,2
Saanvi Yadav,714024106094,ECE,2
Ishaan Kapoor,714024106095,ECE,2
Vihaan Gupta,714024106096,ECE,2
Vihaan Patel,714024106097,ECE,2
Pari Nair,714024106098,ECE,2
Sarah Kapoor,714024106099,ECE,2
Aarav Rao,714024106100,ECE,2
Arjun Nair,714024106101,ECE,2
Ayaan Patel,714024106102,ECE,2
Saanvi Chopra,714024106103,ECE,2
Reyansh Patel,714024106104,ECE,2
Krishna Sharma,714024106105,ECE,2
Anvi Malhotra,714024106106,ECE,2
